FECAPU,CUEAPU,CONAPU,IMPAPU,IMEAPU,D-HAPU,DEPAPU,Mes,Año,Franquiciado
2025-01-31,4770000,SUPERMERCADO EXPRESS GOTRAYS SL VENTA MES 1,7814.0,7814.5,H,5374,1,2025,206
2025-01-31,4850001,SUPERMERCADO EXPRESS GOTRAYS SL VENTA MES 1,75981.0,75980.89,D,5374,1,2025,206
2025-01-31,4850002,SUPERMERCADO EXPRESS GOTRAYS SL VENTA MES 1,62.0,62.09,H,5374,1,2025,206
2025-01-15,6000010,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250003547",2199.0,2199.49,D,5374,1,2025,206
2025-01-15,6000010,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250003548",767.0,767.44,D,5374,1,2025,206
2025-01-25,6000010,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006124",497.0,497.32,D,5374,1,2025,206
2025-01-05,6000010,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250000742",2252.0,2252.41,D,5374,1,2025,206
2025-01-25,6000010,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006125",1747.0,1747.43,D,5374,1,2025,206
2025-01-25,6000010,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006126",700.0,699.88,D,5374,1,2025,206
2025-01-31,6000010,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250009830",695.0,694.55,D,5374,1,2025,206
2025-01-31,6000010,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250009831",1236.0,1235.5,D,5374,1,2025,206
2025-01-15,6000011,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250003547",673.0,673.0,D,5374,1,2025,206
2025-01-15,6000011,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250003548",58.0,58.45,D,5374,1,2025,206
2025-01-25,6000011,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006124",293.0,292.69,D,5374,1,2025,206
2025-01-05,6000011,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250000742",441.0,441.09,D,5374,1,2025,206
2025-01-25,6000011,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006125",318.0,317.56,D,5374,1,2025,206
2025-01-25,6000011,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006126",100.0,100.4,D,5374,1,2025,206
2025-01-31,6000011,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250009830",159.0,159.13,D,5374,1,2025,206
2025-01-31,6000011,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250009831",252.0,251.98,D,5374,1,2025,206
2025-01-15,6000014,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250003547",1949.0,1949.42,D,5374,1,2025,206
2025-01-15,6000014,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250003548",574.0,573.65,D,5374,1,2025,206
2025-01-25,6000014,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006124",722.0,722.22,D,5374,1,2025,206
2025-01-05,6000014,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250000742",1787.0,1787.2,D,5374,1,2025,206
2025-01-25,6000014,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006125",1544.0,1543.94,D,5374,1,2025,206
2025-01-25,6000014,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006126",695.0,695.09,D,5374,1,2025,206
2025-01-31,6000014,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250009830",582.0,581.59,D,5374,1,2025,206
2025-01-31,6000014,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250009831",1341.0,1340.96,D,5374,1,2025,206
2025-01-15,6000015,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250003547",2702.0,2701.58,D,5374,1,2025,206
2025-01-15,6000015,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250003548",531.0,531.03,D,5374,1,2025,206
2025-01-25,6000015,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006124",488.0,487.96,D,5374,1,2025,206
2025-01-05,6000015,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250000742",1936.0,1935.85,D,5374,1,2025,206
2025-01-25,6000015,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006125",1782.0,1781.57,D,5374,1,2025,206
2025-01-25,6000015,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006126",561.0,560.76,D,5374,1,2025,206
2025-01-31,6000015,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250009830",905.0,905.0,D,5374,1,2025,206
2025-01-31,6000015,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250009831",1175.0,1174.87,D,5374,1,2025,206
2025-01-15,6000020,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250003547",613.0,613.09,D,5374,1,2025,206
2025-01-15,6000020,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250003548",62.0,62.37,D,5374,1,2025,206
2025-01-25,6000020,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006124",116.0,115.55,D,5374,1,2025,206
2025-01-05,6000020,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250000742",46.0,46.49,D,5374,1,2025,206
2025-01-25,6000020,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006125",339.0,339.4,D,5374,1,2025,206
2025-01-25,6000020,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006126",73.0,73.12,D,5374,1,2025,206
2025-01-31,6000020,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250009830",244.0,243.86,D,5374,1,2025,206
2025-01-31,6000020,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250009831",214.0,213.97,D,5374,1,2025,206
2025-01-15,6000021,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250003547",11.0,10.63,D,5374,1,2025,206
2025-01-25,6000021,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006124",98.0,98.49,D,5374,1,2025,206
2025-01-25,6000021,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006125",12.0,12.37,D,5374,1,2025,206
2025-01-05,6000022,"SOCIEDAD DE COMPRAS MODERNAS, SA:FU0965N250000365",791.0,791.38,D,5374,1,2025,206
2025-01-15,6000022,"SOCIEDAD DE COMPRAS MODERNAS, SA:FU0965N250001642",1240.0,1239.72,D,5374,1,2025,206
2025-01-15,6000022,"SOCIEDAD DE COMPRAS MODERNAS, SA:FU0965N250001643",537.0,537.25,D,5374,1,2025,206
2025-01-25,6000022,"SOCIEDAD DE COMPRAS MODERNAS, SA:FU0965N250002920",486.0,486.41,D,5374,1,2025,206
2025-01-25,6000022,"SOCIEDAD DE COMPRAS MODERNAS, SA:FU0965N250002921",992.0,991.96,D,5374,1,2025,206
2025-01-25,6000022,"SOCIEDAD DE COMPRAS MODERNAS, SA:FU0965N250002922",495.0,494.86,D,5374,1,2025,206
2025-01-31,6000022,"SOCIEDAD DE COMPRAS MODERNAS, SA:FU0965N250004570",401.0,400.65,D,5374,1,2025,206
2025-01-31,6000022,"SOCIEDAD DE COMPRAS MODERNAS, SA:FU0965N250004571",510.0,509.72,D,5374,1,2025,206
2025-01-15,6000023,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250003547",598.0,597.58,D,5374,1,2025,206
2025-01-15,6000023,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250003548",53.0,52.77,D,5374,1,2025,206
2025-01-25,6000023,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006124",162.0,161.55,D,5374,1,2025,206
2025-01-05,6000023,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250000742",375.0,374.69,D,5374,1,2025,206
2025-01-25,6000023,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006125",482.0,481.69,D,5374,1,2025,206
2025-01-25,6000023,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006126",293.0,292.88,D,5374,1,2025,206
2025-01-31,6000023,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250009830",387.0,387.49,D,5374,1,2025,206
2025-01-31,6000023,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250009831",236.0,236.22,D,5374,1,2025,206
2025-01-31,6000023,TRASPASO MATERIAL CONSUMIBLE,102.0,101.61,H,5374,1,2025,206
2025-01-15,6000024,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250003547",1061.0,1061.47,D,5374,1,2025,206
2025-01-15,6000024,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250003548",205.0,205.41,D,5374,1,2025,206
2025-01-25,6000024,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006124",194.0,193.6,D,5374,1,2025,206
2025-01-05,6000024,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250000742",663.0,662.66,D,5374,1,2025,206
2025-01-25,6000024,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006125",735.0,735.4,D,5374,1,2025,206
2025-01-25,6000024,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006126",62.0,61.97,D,5374,1,2025,206
2025-01-31,6000024,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250009830",495.0,495.21,D,5374,1,2025,206
2025-01-31,6000024,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250009831",715.0,715.02,D,5374,1,2025,206
2025-01-15,6000026,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250003547",62.0,61.59,D,5374,1,2025,206
2025-01-15,6000026,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250003548",8.0,8.47,D,5374,1,2025,206
2025-01-05,6000026,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250000742",61.0,60.84,D,5374,1,2025,206
2025-01-25,6000026,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006124",31.0,31.04,D,5374,1,2025,206
2025-01-25,6000026,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006125",45.0,44.94,D,5374,1,2025,206
2025-01-25,6000026,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006126",7.0,6.72,D,5374,1,2025,206
2025-01-31,6000026,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250009830",66.0,66.14,D,5374,1,2025,206
2025-01-31,6000026,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250009831",37.0,36.89,D,5374,1,2025,206
2025-01-05,6000030,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250000742",371.0,370.64,D,5374,1,2025,206
2025-01-05,6000030,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250000742",48.0,47.84,D,5374,1,2025,206
2025-01-05,6000030,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250000742",210.0,209.89,D,5374,1,2025,206
2025-01-15,6000030,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250003547",176.0,176.41,D,5374,1,2025,206
2025-01-15,6000030,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250003547",33.0,32.94,D,5374,1,2025,206
2025-01-15,6000030,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250003548",46.0,46.25,D,5374,1,2025,206
2025-01-15,6000030,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250003548",28.0,27.75,D,5374,1,2025,206
2025-01-15,6000030,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250003548",3.0,3.14,D,5374,1,2025,206
2025-01-25,6000030,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006124",106.0,105.86,D,5374,1,2025,206
2025-01-25,6000030,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006124",68.0,68.36,D,5374,1,2025,206
2025-01-25,6000030,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006124",250.0,250.28,D,5374,1,2025,206
2025-01-25,6000030,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006125",175.0,174.8,D,5374,1,2025,206
2025-01-25,6000030,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006125",100.0,100.41,D,5374,1,2025,206
2025-01-25,6000030,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006125",53.0,53.2,D,5374,1,2025,206
2025-01-25,6000030,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006126",60.0,59.98,D,5374,1,2025,206
2025-01-25,6000030,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006126",41.0,41.16,D,5374,1,2025,206
2025-01-31,6000030,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250009830",77.0,76.98,D,5374,1,2025,206
2025-01-31,6000030,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250009830",6.0,6.23,D,5374,1,2025,206
2025-01-31,6000030,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250009831",323.0,322.69,D,5374,1,2025,206
2025-01-31,6000030,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250009831",12.0,11.63,D,5374,1,2025,206
2025-01-31,6000030,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250009831",3.0,3.14,D,5374,1,2025,206
2025-01-31,6000040,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250009831",5.0,4.97,D,5374,1,2025,206
2025-01-31,6020099,TRASPASO MATERIAL CONSUMIBLE,102.0,101.61,D,5374,1,2025,206
2025-01-15,6080014,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250003549",-2.0,-2.03,D,5374,1,2025,206
2025-01-05,6080015,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250000743",-8.0,-8.43,D,5374,1,2025,206
2025-01-15,6080015,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250003549",-14.0,-14.45,D,5374,1,2025,206
2025-01-15,6080015,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250003550",-2.0,-1.68,D,5374,1,2025,206
2025-01-25,6080015,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006127",-5.0,-5.48,D,5374,1,2025,206
2025-01-25,6080015,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006128",-2.0,-1.56,D,5374,1,2025,206
2025-01-31,6080015,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250009832",-27.0,-27.19,D,5374,1,2025,206
2025-01-15,6080030,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250003549",-446.0,-446.0,D,5374,1,2025,206
2025-01-15,6080030,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250003550",-210.0,-209.88,D,5374,1,2025,206
2025-01-25,6080030,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250006127",-3899.0,-3899.16,D,5374,1,2025,206
2025-01-31,6812000,AMORTIZACION MONTAJE CAFETERIA GRANIER,566.0,566.16,D,9999,1,2025,206
2025-02-28,6812000,AMORTIZACION MONTAJE CAFETERIA GRANIER,511.0,511.37,D,9999,1,2025,206
2025-03-31,6812000,AMORTIZACION MONTAJE CAFETERIA GRANIER,566.0,566.16,D,9999,1,2025,206
2025-04-30,6812000,AMORTIZACION MONTAJE CAFETERIA GRANIER,548.0,547.89,D,9999,1,2025,206
2025-05-31,6812000,AMORTIZACION MONTAJE CAFETERIA GRANIER,566.0,566.16,D,9999,1,2025,206
2025-06-30,6812000,AMORTIZACION MONTAJE CAFETERIA GRANIER,548.0,547.89,D,9999,1,2025,206
2025-07-31,6812000,AMORTIZACION MONTAJE CAFETERIA GRANIER,566.0,566.16,D,9999,1,2025,206
2025-08-31,6812000,AMORTIZACION MONTAJE CAFETERIA GRANIER,566.0,566.16,D,9999,1,2025,206
2025-09-30,6812000,AMORTIZACION MONTAJE CAFETERIA GRANIER,548.0,547.89,D,9999,1,2025,206
2025-10-31,6812000,AMORTIZACION MONTAJE CAFETERIA GRANIER,566.0,566.16,D,9999,1,2025,206
2025-11-30,6812000,AMORTIZACION MONTAJE CAFETERIA GRANIER,548.0,547.89,D,9999,1,2025,206
2025-12-31,6812000,AMORTIZACION MONTAJE CAFETERIA GRANIER,566.0,566.14,D,9999,1,2025,206
2025-01-31,6816000,AMORTIZACION MOBILIARIO CAFETERIA GRANIER,63.0,62.83,D,9999,1,2025,206
2025-02-28,6816000,AMORTIZACION MOBILIARIO CAFETERIA GRANIER,57.0,56.75,D,9999,1,2025,206
2025-03-31,6816000,AMORTIZACION MOBILIARIO CAFETERIA GRANIER,63.0,62.83,D,9999,1,2025,206
2025-04-30,6816000,AMORTIZACION MOBILIARIO CAFETERIA GRANIER,61.0,60.8,D,9999,1,2025,206
2025-05-31,6816000,AMORTIZACION MOBILIARIO CAFETERIA GRANIER,63.0,62.83,D,9999,1,2025,206
2025-06-30,6816000,AMORTIZACION MOBILIARIO CAFETERIA GRANIER,61.0,60.8,D,9999,1,2025,206
2025-07-31,6816000,AMORTIZACION MOBILIARIO CAFETERIA GRANIER,63.0,62.83,D,9999,1,2025,206
2025-08-31,6816000,AMORTIZACION MOBILIARIO CAFETERIA GRANIER,63.0,62.83,D,9999,1,2025,206
2025-09-30,6816000,AMORTIZACION MOBILIARIO CAFETERIA GRANIER,61.0,60.8,D,9999,1,2025,206
2025-10-31,6816000,AMORTIZACION MOBILIARIO CAFETERIA GRANIER,63.0,62.83,D,9999,1,2025,206
2025-11-30,6816000,AMORTIZACION MOBILIARIO CAFETERIA GRANIER,61.0,60.8,D,9999,1,2025,206
2025-12-31,6816000,AMORTIZACION MOBILIARIO CAFETERIA GRANIER,63.0,62.84,D,9999,1,2025,206
2025-01-31,7000010,SUPERMERCADO EXPRESS GOTRAYS SL VENTA MES 1,14242.0,14241.76,H,5374,1,2025,206
2025-01-31,7000011,SUPERMERCADO EXPRESS GOTRAYS SL VENTA MES 1,3485.0,3485.1,H,5374,1,2025,206
2025-01-31,7000014,SUPERMERCADO EXPRESS GOTRAYS SL VENTA MES 1,15694.0,15694.09,H,5374,1,2025,206
2025-01-31,7000015,SUPERMERCADO EXPRESS GOTRAYS SL VENTA MES 1,13579.0,13578.73,H,5374,1,2025,206
2025-01-31,7000020,SUPERMERCADO EXPRESS GOTRAYS SL VENTA MES 1,2286.0,2285.83,H,5374,1,2025,206
2025-01-31,7000021,SUPERMERCADO EXPRESS GOTRAYS SL VENTA MES 1,227.0,227.45,H,5374,1,2025,206
2025-01-31,7000022,SUPERMERCADO EXPRESS GOTRAYS SL VENTA MES 1,6439.0,6439.04,H,5374,1,2025,206
2025-01-31,7000023,SUPERMERCADO EXPRESS GOTRAYS SL VENTA MES 1,4213.0,4213.0,H,5374,1,2025,206
2025-01-31,7000024,SUPERMERCADO EXPRESS GOTRAYS SL VENTA MES 1,4781.0,4781.35,H,5374,1,2025,206
2025-01-31,7000026,SUPERMERCADO EXPRESS GOTRAYS SL VENTA MES 1,422.0,421.84,H,5374,1,2025,206
2025-01-31,7000030,SUPERMERCADO EXPRESS GOTRAYS SL VENTA MES 1,96.0,95.73,H,5374,1,2025,206
