FECAPU,CUEAPU,CONAPU,IMPAPU,IMEAPU,D-HAPU,DEPAPU,Mes,Año,Franquiciado
2025-01-31,2805000,AMORTIZACION TRASPASO DE NEGOCIO,4247.0,4246.58,H,5536,1,2025,286
2025-02-28,2805000,AMORTIZACION TRASPASO DE NEGOCIO,3836.0,3835.62,H,5536,1,2025,286
2025-03-31,2805000,AMORTIZACION TRASPASO DE NEGOCIO,4247.0,4246.58,H,5536,1,2025,286
2025-04-30,2805000,AMORTIZACION TRASPASO DE NEGOCIO,4110.0,4109.59,H,5536,1,2025,286
2025-05-31,2805000,AMORTIZACION TRASPASO DE NEGOCIO,4247.0,4246.58,H,5536,1,2025,286
2025-06-30,2805000,AMORTIZACION TRASPASO DE NEGOCIO,4110.0,4109.59,H,5536,1,2025,286
2025-07-31,2805000,AMORTIZACION TRASPASO DE NEGOCIO,4247.0,4246.58,H,5536,1,2025,286
2025-08-31,2805000,AMORTIZACION TRASPASO DE NEGOCIO,4247.0,4246.58,H,5536,1,2025,286
2025-09-30,2805000,AMORTIZACION TRASPASO DE NEGOCIO,4110.0,4109.59,H,5536,1,2025,286
2025-10-31,2805000,AMORTIZACION TRASPASO DE NEGOCIO,4247.0,4246.58,H,5536,1,2025,286
2025-11-30,2805000,AMORTIZACION TRASPASO DE NEGOCIO,4110.0,4109.59,H,5536,1,2025,286
2025-12-31,2805000,AMORTIZACION TRASPASO DE NEGOCIO,4247.0,4246.54,H,5536,1,2025,286
2025-12-31,2810000,AMORTIZACION MAQUINARIA TIENDA,720.0,720.0,H,5536,1,2025,286
2025-01-31,2810000,AMORTIZACION MAQUINARIA CENTRO 2,11.0,10.53,H,5536,1,2025,286
2025-02-28,2810000,AMORTIZACION MAQUINARIA CENTRO 2,10.0,9.51,H,5536,1,2025,286
2025-03-31,2810000,AMORTIZACION MAQUINARIA CENTRO 2,11.0,10.53,H,5536,1,2025,286
2025-04-30,2810000,AMORTIZACION MAQUINARIA CENTRO 2,10.0,10.19,H,5536,1,2025,286
2025-05-31,2810000,AMORTIZACION MAQUINARIA CENTRO 2,11.0,10.53,H,5536,1,2025,286
2025-06-30,2810000,AMORTIZACION MAQUINARIA CENTRO 2,10.0,10.19,H,5536,1,2025,286
2025-07-31,2810000,AMORTIZACION MAQUINARIA CENTRO 2,11.0,10.53,H,5536,1,2025,286
2025-08-31,2810000,AMORTIZACION MAQUINARIA CENTRO 2,11.0,10.53,H,5536,1,2025,286
2025-09-30,2810000,AMORTIZACION MAQUINARIA CENTRO 2,10.0,10.19,H,5536,1,2025,286
2025-10-31,2810000,AMORTIZACION MAQUINARIA CENTRO 2,11.0,10.53,H,5536,1,2025,286
2025-11-30,2810000,AMORTIZACION MAQUINARIA CENTRO 2,10.0,10.19,H,5536,1,2025,286
2025-12-31,2810000,AMORTIZACION MAQUINARIA CENTRO 2,11.0,10.52,H,5536,1,2025,286
2025-01-31,2812000,AMORTIZACION MURALES Y OTROS,138.0,137.7,H,5536,1,2025,286
2025-02-28,2812000,AMORTIZACION MURALES Y OTROS,124.0,124.38,H,5536,1,2025,286
2025-03-31,2812000,AMORTIZACION MURALES Y OTROS,138.0,137.7,H,5536,1,2025,286
2025-04-30,2812000,AMORTIZACION MURALES Y OTROS,133.0,133.26,H,5536,1,2025,286
2025-05-31,2812000,AMORTIZACION MURALES Y OTROS,138.0,137.7,H,5536,1,2025,286
2025-06-30,2812000,AMORTIZACION MURALES Y OTROS,133.0,133.26,H,5536,1,2025,286
