FECAPU,CUEAPU,CONAPU,IMPAPU,IMEAPU,D-HAPU,DEPAPU,Mes,Año,Franquiciado
2025-06-30,2811000,AMORTIZACION INTERMEDIACION INMOBILIARIA,9.0,9.04,H,5709,1,2025,313
2025-07-31,2811000,AMORTIZACION INTERMEDIACION INMOBILIARIA,9.0,9.34,H,5709,1,2025,313
2025-08-31,2811000,AMORTIZACION INTERMEDIACION INMOBILIARIA,9.0,9.34,H,5709,1,2025,313
2025-09-30,2811000,AMORTIZACION INTERMEDIACION INMOBILIARIA,9.0,9.04,H,5709,1,2025,313
2025-10-31,2811000,AMORTIZACION INTERMEDIACION INMOBILIARIA,9.0,9.34,H,5709,1,2025,313
2025-11-30,2811000,AMORTIZACION INTERMEDIACION INMOBILIARIA,9.0,9.04,H,5709,1,2025,313
2025-12-31,2811000,AMORTIZACION INTERMEDIACION INMOBILIARIA,9.0,9.36,H,5709,1,2025,313
2025-01-31,2811000,AMORTIZACION HONORARIOS CONSTRUCCION,72.0,72.19,H,5709,1,2025,313
2025-02-28,2811000,AMORTIZACION HONORARIOS CONSTRUCCION,65.0,65.21,H,5709,1,2025,313
2025-03-31,2811000,AMORTIZACION HONORARIOS CONSTRUCCION,72.0,72.19,H,5709,1,2025,313
2025-04-30,2811000,AMORTIZACION HONORARIOS CONSTRUCCION,70.0,69.86,H,5709,1,2025,313
2025-05-31,2811000,AMORTIZACION HONORARIOS CONSTRUCCION,72.0,72.19,H,5709,1,2025,313
2025-06-30,2811000,AMORTIZACION HONORARIOS CONSTRUCCION,70.0,69.86,H,5709,1,2025,313
2025-07-31,2811000,AMORTIZACION HONORARIOS CONSTRUCCION,72.0,72.19,H,5709,1,2025,313
2025-08-31,2811000,AMORTIZACION HONORARIOS CONSTRUCCION,72.0,72.19,H,5709,1,2025,313
2025-09-30,2811000,AMORTIZACION HONORARIOS CONSTRUCCION,70.0,69.86,H,5709,1,2025,313
2025-10-31,2811000,AMORTIZACION HONORARIOS CONSTRUCCION,72.0,72.19,H,5709,1,2025,313
